Number,Full Name,Google Scholar,Scopus,Subject
13713,Пустовалов Віталій Олександрович,3,-,педагогіка - Physical Education & Sports Medicine
13714,Пустовойт Сергій Володимирович,3,-,економіка - Entrepreneurship & Innovation
13715,Путятін Валерій Петрович,3,-,інформатика - Mathematical Optimization
13716,Пухальський Вадим Валентинович,3,-,економіка - International Business
13717,Пучков Ігор Русланович,3,-,педагогіка - Special Education
13718,Пушак Катерина Іванівна,3,-,медицина - Pharmacology & Pharmacy
13719,Пушкар Тарас Ігорович,3,1,науки про життя - Zoology
13720,Пушкіна Оксана Вікторівна,3,-,технічні науки - Materials Engineering
13721,Пшенична Олена Станіславівна,3,-,педагогіка - Educational Technology
13722,Рабош Роман Васильович,3,2,фізика та математика - Mathematical Physics
13723,Радіонова Наталія Йосипівна,3,-,економіка - Accounting & Taxation
13724,Радомська Людмила Анатоліївна,3,-,гуманітарні науки - Language & Linguistics
13725,Радул Ольга Сергіївна,3,-,педагогіка - Education
13726,Радутна Олена Анатоліївна,3,-,медицина - Pediatric Medicine
13727,Радутний Олександр Едуардович,3,-,суспільні науки - Criminology| Criminal Law & Policing
13728,Радченко Ганна Дмитрівна,3,1,медицина - Cardiology
13729,Радченко Костянтин Олегович,3,-,інформатика - Medical Informatics
13730,Радько Олег Віталійович,3,-,технічні науки - Mechanical Engineering
13731,Раєцька Людмила Василівна,3,-,суспільні науки - Law
13732,Размєтаєв Сергій Володимирович,3,-,суспільні науки - Environmental Law & Policy
13733,Разнатовська Олена Миколаївна,3,-,медицина - Pulmonology
13734,Рак Юлія Анатоліївна,3,-,економіка - Marketing
13735,Рамський Андрій Юрійович,3,-,економіка - Finance
13736,Рассовицька Марина Віталіївна,3,-,інформатика - Databases & Information Systems
13737,Рассоха Ірина Вікторівна,3,1,науки про життя - Biomedical Technology
13738,Растворов Олександр Анатолійович,3,-,медицина - Pulmonology
13739,Рацул Анжела Володимирівна,3,-,педагогіка - Educational Technology
